archivo,title,description,summary,activity_code
"acampada-saludable.md","Acampada Saludable","Organiza una acampada o excursión saludable con menús nutritivos y actividad física.","Acampada saludable con nutrición y ejercicio.","nutricion-A09"
"huellas-de-plastico-mas-grandes.md","Las huellas de plástico más grandes","Los jóvenes compiten en equipos para recolectar y comparar la cantidad de plástico que usan durante un período, reflexionando sobre su consumo y buscando formas de reducirlo.","Compara tu huella de plástico con otros equipos.","plastics-P14"
"especies-en-peligro-y-consumo.md","Especies en peligro y consumo","Investigación de cómo las decisiones de consumo afectan directa e indirectamente a especies en peligro de extinción.","Investigar consumo y especies en peligro.","biodiversidad-D06"
"desenterrando-la-suciedad.md","Desenterrando la Suciedad","Formen grupos y salgan a investigar diferentes tipos de contaminación en su área. Presenten sus hallazgos en forma de un reportaje de noticias.","Investigación de contaminación local y reportaje de noticias.","bosques-D14"
"historiadores-del-clima.md","Historiadores del clima","Actividad obligatoria para investigar la historia del clima de la Tierra, incluyendo edades de hielo y periodos interglaciales.","Investigar la historia del clima de la Tierra.","cambioclimatico-B01"
"paseo-en-bote.md","Paseo en bote","Paseo en bote para observar y registrar la biodiversidad marina y costera mediante los sentidos.","Observar biodiversidad marina en paseo en bote.","biodiversidad-B25"
"humanidad-o-naturaleza.md","Humanidad o Naturaleza","Los participantes invitan a un experto en medio ambiente o conservación para reflexionar sobre el equilibrio entre las necesidades humanas y la protección de la naturaleza.","Charla sobre el equilibrio humanidad-naturaleza.","agua-E47"
"agua-invisible.md","Agua invisible","Actividad para descubrir cuánta agua invisible usamos diariamente a través de productos como ropa, alimentos y objetos.","Descubrir el agua invisible en productos cotidianos.","cambioclimatico-B06"
"inventos-inteligentes-agua.md","Inventos Inteligentes para el Agua","Los participantes investigan y presentan inventos innovadores diseñados para ahorrar y conservar agua, reflexionando sobre cómo la tecnología puede ayudar a proteger nuestros recursos hídricos.","Investiga inventos para ahorrar agua.","agua-B44"
"continentes-hambrientos.md","Continentes Hambrientos","Investiga las estadísticas de hambre por continente y país. Crea pósters y comparte los hallazgos.","Investigación sobre el hambre en diferentes continentes.","hambre-A08"
"estudio-evolutivo.md","Estudio evolutivo","Investigación sobre cómo una especie de planta o animal ha evolucionado para adaptarse a las condiciones climáticas a lo largo de las generaciones.","Investigar la evolución de una especie adaptada al clima.","cambioclimatico-A15"
"dia-de-azul.md","Día de Azul","Los participantes organizan un 'Día de Azul' en su escuela o lugar de reunión para concienciar sobre la importancia del agua y el saneamiento, vistiendo de azul y compartiendo mensajes.","Organiza un Día de Azul para concienciar sobre el agua.","agua-E37"
"tintes-naturales.md","Tintes naturales","Elaboración de tintes naturales a partir de raíces, nueces, bayas y flores para teñir telas.","Crear tintes naturales para telas.","biodiversidad-C13"
"el-ciclo-del-agua.md","El ciclo del agua","Los participantes realizan un experimento para demostrar cómo funciona el ciclo del agua, incluyendo evaporación, condensación y precipitación.","Construye un modelo del ciclo del agua.","agua-A38"
"campana-de-carteles-plastico.md","Campaña de carteles","Los jóvenes diseñan y crean carteles para concienciar sobre el problema de los plásticos de un solo uso, desarrollando su creatividad y habilidades de comunicación para influir en su comunidad.","Crea carteles para concienciar sobre el plástico.","plastics-P16"
"recaudacion-de-fondos-biodiversidad.md","Recaudación de fondos","Organización de una actividad de recaudación de fondos para una causa relacionada con la biodiversidad.","Recaudar fondos para la biodiversidad.","biodiversidad-D33"
"explorando-nuestro-entorno.md","Explorando nuestro entorno","Los participantes salen al aire libre a explorar su entorno, buscando elementos naturales y evidencias de la intervención humana, reflexionando sobre el impacto en el medio ambiente.","Explora y analiza tu entorno natural.","mundomejor-E05"
"concurso-solar.md","Concurso solar","Juego de preguntas sobre energía solar para aprender de forma creativa y divertida, en forma de debate o competencia entre equipos.","Aprende sobre energía solar jugando.","gosolar-C04"
"echa-una-mirada-al-suelo.md","Echa una Mirada al Suelo","Observa muestras de suelo bajo el microscopio para descubrir su composición.","Observación microscópica del suelo.","suelos-A10"
"quien-se-come-a-quien.md","¿Quién se Come a Quién?","Dibuja, haz un collage o crea un modelo de una red alimentaria que conecte a muchas especies del bosque.","Creación de una red alimentaria forestal.","bosques-A09"
"uso-de-la-biodiversidad.md","Uso de la biodiversidad","Investigación sobre cómo diferentes grupos de personas utilizan y conservan la biodiversidad de formas distintas.","Comparar usos de la biodiversidad.","biodiversidad-D08"
"compensacion-de-carbono-para-viajes.md","Compensación de carbono para viajes","Investiga la compensación de carbono para viajes aéreos.","Compensación de carbono.","sacc-A12"
"increibles-animales-que-se-adaptan.md","Increíbles animales que se adaptan","Actividad creativa para inventar un animal adaptado a un clima específico, desarrollando la imaginación y la comprensión de la evolución.","Inventar y dibujar un animal adaptado a su entorno.","cambioclimatico-A03"
"tu-vida-ecologica.md","Tu vida ecológica","Los participantes reflexionan sobre sus hábitos diarios de gestión de residuos y sugieren formas de mejorar sus prácticas para una vida más sostenible.","Descubre hábitos sostenibles para tu hogar.","cfn-A02"
"celebra-el-dia-de-mi-ciudad.md","Celebrá el Día de Mi Ciudad","Organización de un evento comunitario para celebrar tu ciudad e inspirar a los residentes a hacerla más verde.","Organizar un evento para celebrar tu ciudad.","ciudadesverdes-D02"
"juega-a-salvar-el-oceano.md","Juega a salvar el océano","Un minijuego interactivo en línea que muestra los desafíos que enfrentan los océanos y cómo pequeños cambios en nuestra vida pueden ayudar a protegerlos.","Aprende sobre la contaminación oceánica jugando un minijuego.","plastics-P03"
"estudios-salados.md","Estudios Salados","Experimenta con la desalinización del agua salada.","Experimento de desalinización.","agua-A15"
"el-factor-nutricional.md","El factor nutricional","Investigación sobre cómo la disminución de polinizadores afecta la nutrición global y qué nutrientes se perderían.","Investigar el impacto nutricional de la pérdida de polinizadores.","polinizadores-C07"
"comer-alimentos.md","Comer Alimentos","Registra tus hábitos alimenticios durante una semana y compáralos con lo que come una persona que vive con 1 USD al día.","Registro y reflexión sobre hábitos alimenticios.","hambre-A01"
"dia-de-concientizacion-rrd.md","Día de Concientización por la Comunidad","Organiza un evento comunitario sobre reducción del riesgo de desastres.","Evento comunitario de concientización sobre RRD.","rrd-D01"
"estas-reduciendo-y-reutilizando.md","¿Estás reduciendo y reutilizando?","Aprende a reducir los plásticos de un solo uso y a reutilizar plásticos tanto como sea posible durante dos semanas.","Reduce y reutiliza plásticos en tu vida diaria.","plastics-B01"
"daninos-pero-por-que.md","Dañinos pero ¿por qué?","Investiga por qué el PVC y el telgopor (Styrofoam) son dos de los plásticos más dañinos para la salud y el ambiente, y descubre qué alternativas existen.","Investiga los plásticos más dañinos.","plastics-A07"
"celebracion-por-el-suelo.md","Celebración por el Suelo","Organiza un día dedicado al suelo con actividades y juegos para tu comunidad.","Celebración del Día del Suelo.","suelos-D01"
"compania-de-transporte-maritimo.md","Compañía de Transporte Marítimo","Construye y prueba diferentes botes para aprender sobre el transporte marítimo.","Construcción de botes y transporte marítimo.","agua-B07"
"conversacion-sobre-el-tiempo.md","Conversación sobre el tiempo","Entrevista a personas mayores para conocer cómo ha cambiado el clima en tu área a lo largo del tiempo.","Entrevistar a personas mayores sobre cambios climáticos locales.","cambioclimatico-A09"
"plantas-contaminacion-agua.md","Plantas y Contaminación del Agua","Los participantes realizan un experimento con apio y colorante para demostrar cómo las plantas absorben contaminantes del agua y purifican los humedales.","Experimento sobre purificación del agua con plantas.","agua-C43"
"titeres-de-cuenca-de-agua.md","Títeres de cuenca de agua","Creación de un espectáculo de títeres para enseñar sobre la importancia de mantener una cuenca de agua saludable.","Crear títeres sobre cuencas de agua.","biodiversidad-B05"
"adaptaciones-de-animales-acuaticos.md","Adaptaciones de animales acuáticos","Investigación de las adaptaciones corporales de animales acuáticos y cómo se mueven en el agua.","Investigar adaptaciones de animales acuáticos.","biodiversidad-B04"
"danza-vientos-y-olas.md","Danza de vientos y olas","Coreografía una danza que explique cómo el calentamiento desigual de la Tierra crea vientos y olas, y cómo el carbono viaja a través de la naturaleza.","Baila y aprende sobre vientos, olas y el ciclo del carbono.","energia-A08"
"escalada-de-montana.md","Escalada de montaña","Ascenso a una montaña para observar los cambios en la vida vegetal y animal a diferentes altitudes.","Observar cambios de biodiversidad en altitud.","biodiversidad-C26"
"agua-alrededor-del-mundo-agua.md","Agua alrededor del mundo","Los participantes exploran la distribución del agua en el mundo y reflexionan sobre las diferencias en el acceso al agua entre países y continentes.","Descubre cómo se distribuye el agua en el mundo.","agua-A32"
"alimentos-desperdiciados.md","Alimentos Desperdiciados","Anota cuánta comida desecha tu familia durante una semana y busca formas de reducir el desperdicio.","Auditoría de desperdicios de alimentos.","hambre-C01"
"cambio-climatico-sequias-extremas.md","Cambio Climático y Sequías Extremas","Los participantes profundizan en la relación entre el cambio climático y las sequías extremas, analizando sus impactos en los ecosistemas y las comunidades humanas.","Analiza el impacto de las sequías extremas.","agua-C48"
"inspeccion-salud-energia.md","Inspección de salud y contaminación","Prepara un cuestionario sobre contaminación y salud, y si es posible, invita a un experto a hablar sobre el tema.","Aprende sobre contaminación y salud.","energia-D07"
"noche-de-cine-plastico.md","Noche de cine","Una actividad audiovisual para sensibilizar a los jóvenes sobre la contaminación plástica, mediante la proyección de cortometrajes educativos que muestran el impacto del plástico en los océanos y ecosistemas.","Aprende sobre la contaminación plástica viendo cortometrajes.","plastics-P02"
"basura-por-que-es-importante.md","Basura... ¿por qué es importante?","Los jóvenes investigan y reflexionan sobre el impacto de tirar basura, observando comportamientos en su comunidad y estableciendo la correlación entre la contaminación por plástico y el hábito de desechar residuos inadecuadamente.","Investiga el impacto de la basura en el medio ambiente.","plastics-P18"
"carta-verde.md","Carta verde","Redacción de una carta a autoridades locales para abordar desafíos ambientales en la comunidad y proponer soluciones.","Escribir una carta a autoridades locales sobre temas ambientales.","ciudadesverdes-D09"
"entrevista-a-un-anciano.md","Entrevista a un anciano","Entrevista a un abuelo o anciano para aprender cómo vivían en el pasado.","Entrevista intergeneracional sobre estilos de vida.","sacc-A05"
"patitos-de-hule.md","Patitos de Hule","Escribe una historia o poema sobre los patitos de hule que siguieron las corrientes oceánicas.","Historia creativa sobre patitos de hule.","oceano-A16"
"ir-contra-la-corriente.md","Ir contra la corriente","Reflexiona sobre cómo sería tu vida sin tres actividades que dependen de la energía y pruébalo por un día.","Experimenta un día con menos energía.","energia-E04"
"jabon-natural.md","Jabón natural","Aprende a hacer jabón natural y vende para una campaña ambiental.","Elaboración de jabón natural.","sacc-C17"
"separar-desde-el-comienzo.md","Separar desde el comienzo","Los jóvenes aprenden la importancia de la segregación de residuos a través de una dinámica práctica donde clasifican diferentes tipos de desechos en contenedores de colores, comprendiendo el reciclaje y la gestión de residuos.","Aprende a separar los residuos correctamente.","plastics-P15"
"campana-con-posters.md","Campaña con pósters","Desarrolla una campaña con pósters para promover cambios en la vida diaria.","Campaña de concienciación con pósters.","sacc-C19"
"exhibicion-de-posteres.md","Exhibición de Pósteres","Diseña pósteres para concienciar sobre dietas sanas para niños y adolescentes.","Pósteres sobre nutrición infantil.","nutricion-E06"
"refrigerador-eficiente.md","Refrigerador eficiente","Aprende a instalar y mantener tu refrigerador para ahorrar energía.","Eficiencia energética del refrigerador.","sacc-B05"
"clima-vs-tiempo.md","Clima vs. Tiempo","Juego interactivo para aprender la diferencia entre clima y tiempo mediante tarjetas y movimiento.","Juego para distinguir entre clima y tiempo.","cambioclimatico-A04"
"exploracion-en-la-copa-de-los-arboles.md","Exploración en la copa de los árboles","Actividad obligatoria para explorar la biodiversidad que vive en las ramas de los árboles, observando insectos, hongos y plantas.","Explorar la biodiversidad en las ramas de los árboles.","biodiversidad-A01"
"tu-propio-emprendimiento.md","Tu propio emprendimiento","Los participantes crean su propia microempresa desarrollando logotipo, slogan, producto, misión y visión, y presentan su proyecto en una feria de empresas.","Crea y presenta tu propia microempresa.","mundomejor-E09"
"el-arbol-del-hambre.md","El Árbol del Hambre","Crea un árbol donde las raíces representan las causas del hambre, el tronco los efectos y las hojas las soluciones.","Árbol conceptual sobre el hambre.","hambre-D01"
"cambio-climatico-agua.md","Cambio Climático","Investiga la relación entre el cambio climático y los desastres naturales relacionados con el agua.","Cambio climático y desastres relacionados con el agua.","agua-C07"
"recaudar-fondos.md","Recaudar Fondos","Organiza una rifa para recaudar fondos para un proyecto de nutrición en tu comunidad o en el mundo.","Recaudación de fondos para nutrición.","nutricion-E14"
"que-animal-soy-yo.md","¿Qué Animal Soy Yo?","Juego de adivinanzas sobre animales y plantas marinas.","Juego de adivinanzas sobre vida marina.","oceano-B03"
"resolucion-de-plastico.md","Resolución de plástico","Los jóvenes se comprometen colectivamente a reducir su uso de plásticos de un solo uso, estableciendo metas concretas y realizando un seguimiento de su progreso para generar un cambio duradero.","Comprométete a reducir el plástico con tu grupo.","plastics-P06"
"de-donde-viene-tu-agua.md","De dónde viene tu agua?","Investiga el origen de tu agua y cómo es tratada antes y después de usarla.","Investigación sobre el suministro de agua local.","agua-A02"
"meditaciones-en-el-museo.md","Meditaciones en el Museo","Visita un museo para observar esculturas y vasijas de arcilla.","Visita a un museo de arte.","suelos-B12"
"construyendo-un-hidrofono.md","Construyendo un Hidrófono","Construye un hidrófono para escuchar los sonidos subacuáticos.","Construcción de un hidrófono.","oceano-A09"
"impactos-locales-del-cambio-climatico.md","Impactos locales del cambio climático","Investiga los posibles impactos del cambio climático en tu área.","Impactos climáticos locales.","sacc-C07"
"polinizadores-y-la-economia.md","Polinizadores y la economía","Investigación sobre la dependencia económica de tu país respecto a los polinizadores y su papel en la agricultura.","Investigar el impacto económico de los polinizadores.","polinizadores-B09"
"quien-se-come-a-quien-oceano.md","¿Quién se Come a Quién?","Crea un móvil sobre una cadena alimentaria marina con fotografías de animales y plantas del mar.","Móvil de cadena alimentaria marina.","oceano-B06"
"concurso-por-el-clima.md","Concurso por el clima","Actividad obligatoria para competir en cambios de comportamiento sostenible y medir el impacto a lo largo de un mes.","Competir para hacer cambios sostenibles.","cambioclimatico-E02"
"juego-de-supervivencia.md","Juego de supervivencia","Juego para entender las dinámicas de predador-presa y el impacto de la extinción de especies en el ecosistema.","Jugar para entender dinámicas ecológicas.","biodiversidad-C07"
"habitats-en-la-naturaleza.md","Hábitats en la naturaleza","Exploración de hábitats de polinizadores y reflexión sobre cómo protegerlos.","Explorar hábitats de polinizadores.","polinizadores-C04"
"ducha-solar.md","Ducha solar","Descubre el funcionamiento de una ducha solar y construye una propia siguiendo las instrucciones para tener agua caliente con energía solar.","Construye una ducha de agua caliente solar.","gosolar-D02"
"la-onu-en-tu-pais.md","La ONU en tu País","Los participantes investigan proyectos relacionados con el agua apoyados por agencias de las Naciones Unidas en diferentes países y presentan sus hallazgos.","Investiga proyectos de la ONU sobre agua.","agua-D51"
"profesor-por-un-dia.md","Profesor por un día","Enseñar a niños más jóvenes sobre el cambio climático y sus efectos, desarrollando habilidades de liderazgo y comunicación.","Enseñar sobre cambio climático a niños más jóvenes.","cambioclimatico-E16"
"cava-profundamente.md","Cava Profundamente","Visita espacios naturales para examinar el suelo, sus capas y la vida que contiene.","Exploración del suelo y sus horizontes.","suelos-A01"
"mundo-de-carbono.md","Mundo de carbono","Explora un área natural local y observa plantas, animales, agua y suelo para entender cómo se mueve el carbono en la naturaleza.","Descubre el ciclo del carbono en tu entorno.","energia-A09"
"lugares-en-peligro.md","Lugares en peligro","Investigación sobre sitios de Patrimonio Mundial de la UNESCO amenazados por el cambio climático.","Investigar sitios UNESCO amenazados por el clima.","cambioclimatico-C10"
"energia-en-saltos-de-tijera.md","Energía en saltos de tijera","Usa saltos de tijera para demostrar la diferencia entre energía potencial y energía cinética de forma divertida.","¡Muévete y aprende sobre energía!","energia-C06"
"ayudantes-de-los-ods.md","Ayudantes de los ODS","Identificación de la relación entre los polinizadores y los Objetivos de Desarrollo Sostenible.","Conectar polinizadores con los ODS.","polinizadores-B02"
"examen-de-la-ciudad.md","Examen de la ciudad","Análisis del estado actual de tu ciudad, identificando fortalezas y desafíos en áreas clave como transporte, espacios verdes y servicios sociales.","Analizar el estado de tu ciudad.","ciudadesverdes-A01"
"dia-de-accion-por-el-clima.md","Día de acción por el clima","Actividad obligatoria para organizar un evento comunitario de concientización sobre el cambio climático con carteles, promesas y actividades interactivas.","Organizar un evento comunitario sobre el clima.","cambioclimatico-E01"
"organizador-comunitario.md","Organizador comunitario","Organiza un evento para elevar la conciencia pública sobre un aspecto local.","Organización comunitaria.","sacc-C32"
"excursion-de-campo.md","Excursión de campo","Visita a una zona rural para explorar los vínculos entre las áreas urbanas y rurales y comprender su interdependencia.","Visitar una zona rural para entender los vínculos urbano-rurales.","ciudadesverdes-B04"
"la-hora-del-planeta.md","La Hora del Planeta","Participación en el evento mundial de concienciación sobre el cambio climático apagando luces y realizando actividades sin electricidad.","Participar en la Hora del Planeta.","cambioclimatico-E10"
"cuida-la-energia.md","Cuida la energía","Seguimiento del consumo de energía en el hogar y desarrollo de estrategias para reducirlo a través de cambios de hábitos.","Reducir el consumo de energía en el hogar.","cambioclimatico-E13"
"mantente-al-tanto-de-las-noticias.md","Mantente al tanto de las noticias","Seguimiento de noticias sobre cambio climático y eficiencia energética para mantenerse informado y generar ideas.","Seguir noticias sobre cambio climático.","cambioclimatico-D06"
"disena-tu-propia-iniciativa-de-eds.md","Diseñá tu propia iniciativa de EDS al aire libre","Diseño de una iniciativa de Educación para el Desarrollo Sostenible (EDS) al aire libre para conectar a la comunidad con la naturaleza.","Diseñar una iniciativa de EDS al aire libre.","ciudadesverdes-D10"
"bazar-de-intercambio.md","Bazar de intercambio","Organiza un bazar para intercambiar cosas que ya no se necesitan.","Organización de bazar de intercambio.","sacc-A34"
"la-guia-alimentaria.md","La Guía Alimentaria","Averigua si tu país tiene una guía alimentaria y crea pósteres para difundirla en tu comunidad.","Investigación y difusión de guías alimentarias.","nutricion-B18"
"posters-del-agua.md","Pósters del Agua","Los participantes crean pósters educativos sobre el agua para compartir con su escuela, grupo o comunidad, inspirándose en los pósters educativos del Servicio Geológico de Estados Unidos.","Crea un póster educativo sobre el agua.","agua-E44"
"politica-climatica.md","Política climática","Investigación y análisis de las políticas gubernamentales sobre energía renovable y reducción de emisiones de gases de efecto invernadero.","Analizar políticas climáticas gubernamentales.","cambioclimatico-E19"
"arte-solar.md","Arte Solar","Enfoca la luz del Sol con una lupa sobre una tabla de madera para marcar dibujos y palabras, aprendiendo sobre la potencia de la energía solar.","Crea arte usando la energía del Sol.","gosolar-A01"
"investigacion-sobre-la-malnutricion.md","Investigación sobre la Malnutrición","Investiga diferentes formas de malnutrición, sus causas y efectos en diferentes regiones del mundo.","Investigación sobre la malnutrición.","nutricion-B12"
"un-mapa-de-la-costa.md","Un Mapa de la Costa","Investiga y dibuja un mapa detallado de una porción de la costa.","Mapa detallado de la costa.","oceano-B08"
"lavando-la-tierra.md","Lavando la Tierra","Experimenta con la erosión del suelo al verter agua sobre diferentes tipos.","Experimento de erosión del suelo.","suelos-C04"
"conservacion-practica.md","Conservación práctica","Participación activa en conservación uniéndose a una organización y visitando un centro de rescate de animales.","Participar en conservación práctica.","biodiversidad-D31"
"alimentador-de-aves.md","Alimentador de aves","Construcción de un alimentador de aves con materiales reciclados para observar y registrar las especies visitantes.","Construir y observar un alimentador de aves.","biodiversidad-A06"
"pasteles-de-lodo.md","Pasteles de Lodo","Experimenta creando pasteles de lodo y ladrillos de barro.","Creación de pasteles de lodo.","suelos-B04"
"ciencia-ciudadana.md","Ciencia Ciudadana","Contribuye a proyectos de investigación científica ciudadana sobre el océano.","Participación en ciencia ciudadana marina.","oceano-E06"
"el-agua-subterranea.md","El Agua Subterránea","Los participantes leen una historia de detectives sobre la calidad del agua subterránea y aprenden sobre la importancia de monitorear los cuerpos de agua para proteger los hábitats acuáticos.","Historia detectivesca sobre el agua subterránea.","agua-C42"
"el-trabajo-del-agua.md","El Trabajo del Agua","Cuenta los usos del agua, analiza qué pasaría sin ella e investiga la situación del agua en diferentes regiones.","Investigación sobre el uso y escasez de agua.","nutricion-A10"
"linea-de-tiempo-internacional.md","Línea de Tiempo Internacional","Aprende sobre importantes conferencias y eventos relacionados con el cambio climático y los bosques de los últimos cincuenta años. Crea una línea de tiempo.","Línea de tiempo de eventos internacionales sobre bosques y clima.","bosques-B14"
"viaje-amigable-con-el-medio-ambiente.md","Viaje amigable con el medio ambiente","Planifica un viaje turístico amigable con el medio ambiente.","Planificación de turismo sostenible.","sacc-C13"
"siembra-organico.md","Siembra orgánico","Investigación sobre productos orgánicos y de comercio justo, comparando su impacto ambiental y sus beneficios.","Investigar productos orgánicos y de comercio justo.","cambioclimatico-E05"
"los-perfiles-del-hambre.md","Los Perfiles del Hambre","Investiga la situación del hambre en tu país, identifica regiones con mayor tasa de hambre y analiza las causas.","Investigación sobre el hambre en tu país.","hambre-C06"
"fiesta-por-los-bosques.md","","","",""
"un-mundo-sin-hambre.md","Un Mundo sin Hambre","Organiza una obra de teatro o musical corto imaginando un mundo sin hambre.","Teatro sobre un mundo sin hambre.","hambre-D05"
"mantenganse-limpios.md","Manténganse Limpios","Evalúa tus hábitos de higiene personal y en casa, y busca formas de mejorarlos.","Evaluación y mejora de hábitos de higiene.","nutricion-A05"
"carta-para-ejercer-presion.md","Carta para Ejercer Presión","Escribe una carta a tus líderes gubernamentales pidiendo que tomen acción contra el hambre.","Carta a líderes gubernamentales.","hambre-E09"
"experimento-de-crecimiento.md","Experimento de crecimiento","Planta semillas y experimenta con luz solar vs. oscuridad para aprender sobre fotosíntesis y la importancia del Sol para las plantas.","Descubre cómo el Sol ayuda a las plantas a crecer.","energia-A05"
"programa-global-escuelas-seguras.md","Programa Global Escuelas Seguras","Investigación sobre desastres naturales locales y desarrollo de un plan de adaptación y preparación comunitaria.","Desarrollar un plan de adaptación a desastres.","cambioclimatico-E23"
"desafio-sin-electronicos.md","Desafío sin electrónicos","Desafío de un mes para vivir sin dispositivos electrónicos durante ciertas horas al día, descubriendo actividades alternativas.","Aprende a vivir sin electrónicos.","energia-C02"
"trabajos-en-el-suelo.md","Trabajos en el Suelo","Enumera trabajos relacionados con el suelo y juega a adivinarlos.","Juego sobre trabajos relacionados con el suelo.","suelos-C08"
"monitoreo-de-residuos.md","Monitoreo de mis residuos","Los participantes registran y pesan sus residuos domésticos durante una semana, visitan una instalación de gestión de residuos y desarrollan ideas para reducir el desperdicio.","Sigue y reduce tus residuos.","cfn-A06"
"pinta-un-bodegon-de-comida-de-temporada.md","Pinta un Bodegón de Comida de Temporada","Crea un dibujo con frutas y verduras de temporada para usar como guía de compras.","Dibujo de alimentos de temporada.","nutricion-D04"
"blog-de-biodiversidad.md","Blog de biodiversidad","Creación de un blog o diario sobre biodiversidad para compartir consejos y acciones para la juventud.","Crear un blog sobre biodiversidad.","biodiversidad-D27"
"juega-a-las-adivinanzas.md","Juega a las Adivinanzas","Juego de adivinanzas con alimentos para aprender sobre la importancia de una dieta variada.","Juego de adivinanzas con alimentos.","nutricion-E07"
"recordatorios-ahorro.md","Recordatorios de ahorro de energía","Crea recordatorios visuales para ahorrar energía en tu hogar, escuela o lugar de reunión.","Recordatorios para ahorrar energía.","energia-E05"
"se-un-ecoturista-cambioclimatico.md","Sé un ecoturista del cambio climatico","Investigación sobre ecoturismo y diseño de una actividad de ecoturismo para promover la protección ambiental.","Diseñar una actividad de ecoturismo.","cambioclimatico-E21"
"al-blog.md","¡Al Blog!","Crea un blog sobre temas relacionados con el agua para tu clase o grupo.","Blog sobre temas del agua.","agua-E08"
"hazlo-facil-sin-plastico.md","Hazlo fácil: reduce plásticos en casa","Crea sistemas en tu hogar para facilitar el uso de productos sostenibles en lugar de plásticos de un solo uso.","Haz que reducir plásticos sea más fácil.","plastics-C05"
"cazadores-de-mitos.md","¡Cazadores de Mitos!","Revisa once mitos sobre el hambre y discute si son verdaderos o falsos. Toma un quiz sobre el hambre.","Investigación y debate sobre mitos del hambre.","hambre-A07"
"la-ola-verde.md","La Ola Verde","Participación en La Ola Verde, una campaña mundial de plantación de árboles en el Día de la Biodiversidad.","Unirse a La Ola Verde.","biodiversidad-D32"
"compra-de-segunda-mano.md","Compra de segunda mano","Compra libros, ropa y otros bienes de segunda mano.","Consumo responsable de segunda mano.","sacc-A10"
"el-debate-de-la-dieta.md","El Debate de la Dieta","Debate sobre la influencia de los medios de comunicación en los trastornos alimenticios y la imagen corporal.","Debate sobre imagen corporal y medios.","nutricion-B14"
"el-mayor-perdedor-plastico.md","El mayor perdedor de plástico","Competencia entre clases o grupos para ver quién puede reducir más su consumo de plásticos de un solo uso durante una semana.","¿Quién puede generar menos residuos plásticos?","plastics-C01"
"campana-concientizacion-energetica.md","Campaña de concientización energética","Planifica y lleva a cabo una campaña de concientización sobre energía en tu comunidad para educar a otros sobre el uso sostenible de la energía.","Educa a tu comunidad sobre energía.","energia-E01"
"mostrando-algo-bueno.md","MOStrando Algo Bueno","Investiga la importancia de la Materia Orgánica del Suelo (MOS).","Investigación sobre la MOS.","suelos-C12"
"haz-una-nube.md","Haz una Nube","Crea una nube dentro de una botella para entender el ciclo del agua y la condensación.","Experimento para crear una nube.","oceano-A04"
"campamento-amigable-con-el-medio-ambiente.md","Campamento amigable con el medio ambiente","Organiza un campamento de verano amigable con el medio ambiente.","Campamento ecológico.","sacc-C30"
"nuestro-planeta-netflix.md","Nuestro Planeta","Los participantes ven episodios de la serie Nuestro Planeta de Netflix y WWF para entender los desafíos que enfrenta nuestro planeta y cómo pueden ayudar.","Explora y protege nuestro planeta.","cfn-B07"
"contaminacion-local-plastico.md","Contaminación local por plásticos","Investiga el impacto de la contaminación plástica en el ecosistema local y crea un breve documental con tus hallazgos.","Documenta la contaminación plástica en tu ecosistema local.","plastics-B08"
"poesia-planetaria.md","Poesía planetaria","Actividad creativa para escribir un poema desde la perspectiva de la Tierra sobre el cambio climático.","Escribir un poema desde la perspectiva de la Tierra.","cambioclimatico-E03"
"transporte-y-comercio-oceano.md","Transporte y Comercio","Investiga el puerto o muelle más cercano y elabora un folleto sobre sus actividades.","Investigación sobre transporte marítimo local.","oceano-C09"
"patrulla-del-parque.md","Patrulla del parque","Evaluación de qué tan amigables son los parques locales con los polinizadores y propuesta de mejoras.","Evaluar la amigabilidad de parques para polinizadores.","polinizadores-D10"
"haz-abono-con-la-basura-organica.md","Haz Abono con la Basura Orgánica","Instala un sistema de compostaje para convertir residuos orgánicos en abono natural.","Sistema de compostaje casero.","nutricion-D08"
"la-vida-en-los-arboles.md","La Vida en los Árboles","Aprende sobre dos poblaciones indígenas que construyen casas en el bosque. Construye una réplica en miniatura de una de estas casas.","Investigación sobre pueblos indígenas que construyen casas en los árboles.","bosques-C17"
"dieta-saludable-y-biodiversidad.md","Dieta saludable y biodiversidad","Reflexión sobre cómo la biodiversidad contribuye a mantener una buena nutrición.","Reflexionar sobre biodiversidad y nutrición.","biodiversidad-C02"
"jardin-comunitario.md","Jardín comunitario","Empieza un jardín comunitario en tu escuela o terraza.","Jardín comunitario.","sacc-C27"
"energia-y-ods.md","Energía y los ODS","Explora cómo la energía afecta el logro de los Objetivos de Desarrollo Sostenible. Cada grupo investiga un ODS y encuentra conexiones con la energía.","Descubre cómo la energía impulsa los ODS.","energia-D01"
"ahorra-agua-agua.md","¡Ahorra Agua!","Los participantes participan en una carrera de relevos para comparar el uso eficiente y no eficiente del agua, aprendiendo prácticas de conservación.","Carrera de relevos para aprender a ahorrar agua.","agua-B35"
"tarjetas-de-felicitacion-recicladas-cambioclimatico.md","Tarjetas de felicitación - cambioclimatico","Crear tarjetas de felicitación con papel reciclado para todas las ocasiones, explicando la importancia del reciclaje.","Crear tarjetas con papel reciclado.","cambioclimatico-E04"
"el-agua-como-un-derecho-humano.md","El Agua como un Derecho Humano","Investiga sobre los derechos humanos y por qué el acceso al agua limpia fue declarado un derecho humano.","Investigación sobre el agua como derecho humano.","agua-D09"
